Code,plan_clustername,ClusterDC,SC_ETADockdate,Sc_actualdockdate,Deploy_ETARTODate,Deploy_ActualRTODate,Buildout_ETAWaboHandoffDate,Buildout_ActualWaboHandoffDate,Buildout_ETALiveDate,Buildout_ActualLiveDate
2149384,BL5PrdApp37,BL5,NULL,00:00.0,00:00.0,20:01.3,20:01.3,00:00.0,00:00.0,00:00.0
2149385,BL5PrdApp29,BL5,NULL,00:00.0,00:00.0,00:22.9,00:22.9,00:00.0,00:00.0,00:00.0
2133010,DZ5PrdApp03-04,DZ5,NULL,00:00.0,00:00.0,13:12.6,13:12.6,00:00.0,00:00.0,00:00.0
2296585,MA1PrdApp08-01,MA1,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2296588,CW1PrdApp09-01,CW1,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2195154,MWH01PrdApp11,MWH,00:00.0,00:00.0,00:00.0,03:36.5,03:36.5,16:11.7,16:11.7,00:00.0
2195155,AMS06PrdApp10,AMS,00:00.0,00:00.0,00:00.0,54:38.7,00:00.0,28:36.3,00:00.0,00:00.0
2195160,BL7PrdApp09,BL7,00:00.0,00:00.0,00:00.0,01:13.1,01:13.1,NULL,00:00.0,NULL
2195171,PAR20PrdApp02-01,PAR,00:00.0,00:00.0,00:00.0,06:08.7,06:08.7,NULL,06:08.7,NULL
2195172,SN5AzFApp05,SN5,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2195173,MWH01PrdApp22-01,MWH,00:00.0,00:00.0,00:00.0,41:18.3,00:00.0,42:24.3,00:00.0,00:00.0
2195174,BYCPrdApp08-01,BYC,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2195175,CBN07PrdApp01-01,CBN,00:00.0,00:00.0,00:00.0,20:54.3,20:54.3,NULL,20:54.3,NULL
2195176,BZ7PrdApp04-01,BZ7,00:00.0,00:00.0,00:00.0,08:39.0,00:00.0,36:51.6,00:00.0,00:00.0
2195469,BYAPrdApp22,BYA,00:00.0,00:00.0,00:00.0,51:23.8,51:23.8,00:00.0,00:00.0,00:00.0
2195470,LN1PrdApp09,LN1,00:00.0,00:00.0,00:00.0,58:24.4,00:00.0,59:42.1,00:00.0,00:00.0
2195471,GRN01PrdApp01-01,GRN,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2148006,SN4PrdApp18,SN4,00:00.0,00:00.0,00:00.0,33:52.4,33:52.4,06:56.4,06:56.4,00:00.0
2131909,BY4PrdApp21,BY4,NULL,00:00.0,00:00.0,01:23.3,01:23.3,12:00.0,12:00.0,00:00.0
2131911,BY4PrdApp19,BY4,NULL,00:00.0,00:00.0,54:24.4,54:24.4,00:00.0,00:00.0,00:00.0
2131912,SN4PrdApp09,SN4,NULL,00:00.0,00:00.0,23:21.7,23:21.7,00:00.0,00:00.0,00:00.0
2131913,BY4PrdApp22,BY4,NULL,00:00.0,00:00.0,51:54.4,51:54.4,12:00.0,12:00.0,00:00.0
2131914,AM5PrdApp16,AM5,NULL,00:00.0,00:00.0,58:30.1,58:30.1,00:00.0,00:00.0,00:00.0
2131916,DD3AzFApp03,DD3,NULL,00:00.0,00:00.0,49:50.1,49:50.1,00:00.0,00:00.0,00:00.0
2131918,BL5PrdApp14,BL5,NULL,00:00.0,00:00.0,45:04.8,45:04.8,00:00.0,00:00.0,00:00.0
2131920,BL5PrdApp10,BL5,NULL,00:00.0,00:00.0,30:05.9,30:05.9,00:00.0,00:00.0,00:00.0
2131921,BL5PrdApp16,BL5,NULL,00:00.0,00:00.0,14:42.6,14:42.6,00:00.0,00:00.0,00:00.0
2131924,DB6PrdApp12,DB6,NULL,00:00.0,00:00.0,39:23.1,39:23.1,00:00.0,00:00.0,00:00.0
2295529,SG2PrdApp40,SG2,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2296317,LG1PrdApp05-01,LG1,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2325584,DM5PrdApp13-05,DM5,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2135440,BY4PrdApp52,BY4,NULL,00:00.0,00:00.0,46:08.4,46:08.4,00:00.0,00:00.0,00:00.0
2135443,HK2PrdApp13,HK2,NULL,00:00.0,00:00.0,57:42.1,57:42.1,00:00.0,00:00.0,00:00.0
2135445,AM5PrdApp46-01,AM5,NULL,00:00.0,00:00.0,11:06.1,11:06.1,00:00.0,00:00.0,00:00.0
2135450,BY4PrdApp47,BY4,NULL,00:00.0,00:00.0,34:35.3,34:35.3,00:00.0,00:00.0,00:00.0
2135451,AM5PrdApp27,AM5,NULL,00:00.0,00:00.0,25:42.1,25:42.1,00:00.0,00:00.0,00:00.0
2135453,AM5PrdApp25,AM5,NULL,00:00.0,00:00.0,47:49.6,47:49.6,00:00.0,00:00.0,00:00.0
2135454,AM5PrdApp26,AM5,NULL,00:00.0,00:00.0,10:54.8,10:54.8,00:00.0,00:00.0,00:00.0
2135455,DM5PrdApp02-01,DM5,NULL,00:00.0,00:00.0,51:59.6,51:59.6,00:00.0,00:00.0,00:00.0
2135456,DM5PrdApp06-01,DM5,NULL,00:00.0,00:00.0,26:46.5,26:46.5,00:00.0,00:00.0,00:00.0
2135457,DM5PrdApp07-01,DM5,NULL,00:00.0,00:00.0,23:53.4,23:53.4,00:00.0,00:00.0,00:00.0
2135459,BZ6PrdApp02-04,BZ6,NULL,00:00.0,00:00.0,23:13.6,23:13.6,00:00.0,00:00.0,00:00.0
2135464,HK2PrdApp19,HK2,NULL,00:00.0,00:00.0,29:56.5,29:56.5,00:00.0,00:00.0,00:00.0
2135465,OS2PrdApp03,OS2,NULL,00:00.0,00:00.0,38:58.0,38:58.0,00:00.0,00:00.0,00:00.0
2135473,BY4PrdApp30,BY4,NULL,00:00.0,00:00.0,08:34.2,08:34.2,00:00.0,00:00.0,00:00.0
2135474,SH3PrdApp06,SH3,NULL,00:00.0,00:00.0,04:39.6,04:39.6,00:00.0,00:00.0,00:00.0
2135475,SN4PrdApp09-02,SN4,NULL,00:00.0,00:00.0,26:17.1,26:17.1,00:00.0,00:00.0,00:00.0
2135476,CHAPrdApp01,CHA,NULL,00:00.0,00:00.0,56:42.7,56:42.7,00:00.0,00:00.0,00:00.0
2135477,BYAPrdApp01,BYA,NULL,00:00.0,00:00.0,03:27.6,03:27.6,00:00.0,00:00.0,00:00.0
2135478,TY1PrdApp15,TY1,00:00.0,00:00.0,00:00.0,11:52.6,11:52.6,42:00.2,42:00.2,00:00.0
2135479,SG2PrdApp16,SG2,NULL,00:00.0,00:00.0,46:32.7,46:32.7,00:00.0,00:00.0,00:00.0
2135480,AM5PrdApp15,AM5,NULL,00:00.0,00:00.0,24:32.9,24:32.9,00:00.0,00:00.0,00:00.0
2135481,CHAPrdApp01-02,CHA,00:00.0,00:00.0,00:00.0,21:30.6,00:00.0,20:54.1,00:00.0,00:00.0
2135482,CH1PrdApp11,CH1,NULL,00:00.0,00:00.0,56:42.7,56:42.7,00:00.0,00:00.0,00:00.0
2135484,HK2PrdApp27,HK2,00:00.0,00:00.0,00:00.0,15:25.0,15:25.0,48:03.7,48:03.7,00:00.0
2135486,BYAPrdApp12,BYA,NULL,00:00.0,00:00.0,39:10.3,39:10.3,42:24.1,42:24.1,00:00.0
2320617,SIN20PrdApp04-01,SIN,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2257270,BZ7PrdApp05,BZ7,00:00.0,00:00.0,00:00.0,24:16.4,00:00.0,25:10.5,00:00.0,00:00.0
2150090,LO1PrdApp01,LO1,NULL,00:00.0,00:00.0,42:24.2,42:24.2,00:00.0,00:00.0,00:00.0
2130051,AM5PrdApp24,AM5,NULL,00:00.0,00:00.0,47:47.8,47:47.8,00:00.0,00:00.0,00:00.0
2130052,BL5PrdApp12,BL5,NULL,00:00.0,00:00.0,36:12.0,36:12.0,00:00.0,00:00.0,00:00.0
2130053,BL5PrdApp13,BL5,NULL,00:00.0,00:00.0,12:46.7,12:46.7,00:00.0,00:00.0,00:00.0
2130055,DB6PrdApp02,DB6,NULL,00:00.0,00:00.0,38:53.8,38:53.8,00:00.0,00:00.0,00:00.0
2130056,ML1PrdApp05,ML1,NULL,00:00.0,00:00.0,24:39.6,24:39.6,00:00.0,00:00.0,00:00.0
2130057,BL5PrdAppXX,BL5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2130058,BL5PrdAppXX,BL5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2130059,BL5PrdApp19,BL5,NULL,00:00.0,00:00.0,33:42.0,33:42.0,00:00.0,00:00.0,00:00.0
2130060,BL5PrdApp20,BL5,NULL,00:00.0,00:00.0,46:49.5,46:49.5,00:00.0,00:00.0,00:00.0
2130061,BL5PrdApp21,BL5,NULL,00:00.0,00:00.0,39:39.2,39:39.2,00:00.0,00:00.0,00:00.0
2130062,BL5PrdApp22,BL5,NULL,00:00.0,00:00.0,40:19.1,40:19.1,00:00.0,00:00.0,00:00.0
2130064,BY4PrdApp48,BY4,NULL,00:00.0,00:00.0,01:40.8,01:40.8,00:00.0,00:00.0,00:00.0
2130065,HK2PrdApp15,HK2,NULL,00:00.0,00:00.0,54:01.6,54:01.6,00:00.0,00:00.0,00:00.0
2195047,CBZ06PrdApp01-01,CBZ,00:00.0,00:00.0,00:00.0,25:02.8,25:02.8,51:40.2,51:40.2,00:00.0
2148341,DB6PrdApp04-02,DB6,NULL,00:00.0,00:00.0,05:32.3,05:32.3,00:00.0,00:00.0,00:00.0
2148347,DB6PrdApp20,DB6,NULL,00:00.0,00:00.0,10:18.7,10:18.7,00:00.0,00:00.0,00:00.0
2148348,DB6PrdApp21,DB6,NULL,00:00.0,00:00.0,32:49.3,32:49.3,00:00.0,00:00.0,00:00.0
2148376,BZ6PrdApp13,BZ6,00:00.0,00:00.0,00:00.0,57:34.4,57:34.4,06:21.8,06:21.8,00:00.0
2148441,AM5PrdApp35,AM5,NULL,00:00.0,00:00.0,29:00.7,29:00.7,00:00.0,00:00.0,00:00.0
2148449,AM5PrdApp31,AM5,NULL,00:00.0,00:00.0,25:23.6,25:23.6,00:00.0,00:00.0,00:00.0
2148451,BYAPrdApp18,BYA,00:00.0,00:00.0,00:00.0,35:58.1,35:58.1,30:39.1,30:39.1,00:00.0
2148452,LG1PrdApp04-01,LG1,00:00.0,00:00.0,00:00.0,56:18.8,00:00.0,00:00.0,00:00.0,00:00.0
2148453,AM5PrdApp52,AM5,NULL,00:00.0,00:00.0,28:47.4,28:47.4,01:32.3,01:32.3,00:00.0
2148454,BZ6PrdApp06-02,BZ6,00:00.0,00:00.0,00:00.0,07:50.8,07:50.8,39:21.9,39:21.9,00:00.0
2148455,AM5PrdApp51-01,AM5,NULL,00:00.0,00:00.0,50:23.3,50:23.3,29:40.6,29:40.6,00:00.0
2196616,BD3AzFApp01-02,BD3,NULL,00:00.0,00:00.0,48:54.3,48:54.3,00:00.0,00:00.0,00:00.0
2196617,DD3AzFApp01-02,DD3,NULL,00:00.0,00:00.0,15:50.4,15:50.4,00:00.0,00:00.0,00:00.0
2196618,CY4PrdApp04-05,CY4,00:00.0,00:00.0,00:00.0,35:29.5,35:29.5,59:14.8,59:14.8,00:00.0
2255610,DM2AzFApp05,DM2,NULL,00:00.0,00:00.0,23:39.0,23:39.0,00:00.0,00:00.0,00:00.0
2255842,LN1PrdApp11,LN1,00:00.0,00:00.0,00:00.0,36:50.5,00:00.0,44:29.2,00:00.0,00:00.0
2135936,BL5PrdApp28,BL5,NULL,00:00.0,00:00.0,11:16.0,11:16.0,00:00.0,00:00.0,00:00.0
2136513,YT1PrdApp02,YT1,NULL,00:00.0,00:00.0,22:27.2,22:27.2,00:00.0,00:00.0,00:00.0
2136514,YQ1PrdApp02,YQ1,NULL,00:00.0,00:00.0,33:04.5,33:04.5,00:00.0,00:00.0,00:00.0
2136515,FR1PrdApp02,FR1,NULL,00:00.0,00:00.0,42:32.6,42:32.6,00:00.0,00:00.0,00:00.0
2136516,LG1PrdApp02,LG1,NULL,00:00.0,00:00.0,48:20.1,48:20.1,00:00.0,00:00.0,00:00.0
2150345,BL3PrdApp13,BL3,NULL,00:00.0,00:00.0,11:16.5,11:16.5,00:00.0,00:00.0,00:00.0
2150347,BZ6PrdApp02-01,BZ6,NULL,00:00.0,00:00.0,39:53.8,39:53.8,00:00.0,00:00.0,00:00.0
2182682,BL5PrdApp26-02,BL5,NULL,00:00.0,00:00.0,33:58.4,33:58.4,00:00.0,00:00.0,00:00.0
2182684,BL6PrdApp13,BL6,NULL,00:00.0,00:00.0,51:52.2,51:52.2,00:00.0,00:00.0,00:00.0
2182686,BL5PrdApp45,BL5,NULL,00:00.0,00:00.0,24:54.6,24:54.6,00:00.0,00:00.0,00:00.0
2150613,BL5PrdApp41,BL5,NULL,00:00.0,00:00.0,17:45.9,17:45.9,00:00.0,00:00.0,00:00.0
2150621,BY1PrdApp01,BY1,NULL,00:00.0,00:00.0,34:55.7,34:55.7,00:00.0,00:00.0,00:00.0
2150622,BLUPrdApp02-01,BLU,NULL,00:00.0,00:00.0,13:19.7,13:19.7,46:40.0,46:40.0,00:00.0
2150623,BLUPrdApp02-02,BLU,NULL,00:00.0,00:00.0,45:08.4,45:08.4,00:00.0,00:00.0,00:00.0
2150624,BZ6PrdApp02-02,BZ6,NULL,00:00.0,00:00.0,12:47.3,12:47.3,00:00.0,00:00.0,00:00.0
2150627,BZ6PrdApp02-03,BZ6,NULL,00:00.0,00:00.0,22:07.7,22:07.7,00:00.0,00:00.0,00:00.0
2150629,BYAPrdApp13,BYA,NULL,00:00.0,00:00.0,15:08.4,15:08.4,50:56.2,50:56.2,00:00.0
2150630,BL2PrdApp08-02,BL2,00:00.0,00:00.0,00:00.0,13:09.6,13:09.6,NULL,13:09.6,NULL
2150633,SG2PrdApp21-02,SG2,NULL,00:00.0,00:00.0,31:04.8,31:04.8,00:00.0,00:00.0,00:00.0
2151062,BL4PrdApp20,BL4,NULL,00:00.0,00:00.0,28:57.1,28:57.1,44:02.3,44:02.3,00:00.0
2151063,LO1PrdApp03,LO1,00:00.0,00:00.0,00:00.0,50:37.8,50:37.8,54:46.3,54:46.3,00:00.0
2151064,CHAPrdApp02,CHA,NULL,00:00.0,00:00.0,11:29.2,11:29.2,00:00.0,00:00.0,00:00.0
2151065,DZ5PrdApp04-03,DZ5,NULL,00:00.0,00:00.0,55:36.0,55:36.0,00:00.0,00:00.0,00:00.0
2151066,AM5PrdApp43,AM5,NULL,00:00.0,00:00.0,33:54.8,33:54.8,00:00.0,00:00.0,00:00.0
2151067,BN6PrdApp23,BN6,00:00.0,00:00.0,00:00.0,27:53.3,27:53.3,10:23.2,10:23.2,00:00.0
2151068,BZ6PrdApp08,BZ6,00:00.0,00:00.0,00:00.0,49:45.3,49:45.3,35:50.7,35:50.7,00:00.0
2151070,AM4PrdApp23,AM4,NULL,00:00.0,00:00.0,38:00.8,38:00.8,00:00.0,00:00.0,00:00.0
2137129,YQ1PrdApp05,YQ1,NULL,00:00.0,00:00.0,32:05.4,32:05.4,00:00.0,00:00.0,00:00.0
2151371,CY4PrdApp07,CY4,00:00.0,00:00.0,00:00.0,08:24.3,08:24.3,14:04.1,14:04.1,00:00.0
2151372,SG2PrdApp29,SG2,NULL,00:00.0,00:00.0,19:09.6,19:09.6,22:51.5,22:51.5,00:00.0
2151373,HK2PrdApp26-01,HK2,NULL,00:00.0,00:00.0,58:47.7,58:47.7,00:00.0,00:00.0,00:00.0
2151374,SG2PrdApp21-03,SG2,NULL,00:00.0,00:00.0,11:37.2,11:37.2,00:00.0,00:00.0,00:00.0
2151435,SY3PrdApp12-02,SY3,NULL,00:00.0,00:00.0,04:23.9,04:23.9,00:00.0,00:00.0,00:00.0
2137286,BN1AzFApp04,BN1,NULL,00:00.0,00:00.0,41:16.6,41:16.6,00:00.0,00:00.0,00:00.0
2137453,YT1PrdApp03-02,YT1,NULL,00:00.0,00:00.0,04:10.5,04:10.5,00:00.0,00:00.0,00:00.0
2184332,BL6PrdApp09,BL6,NULL,00:00.0,00:00.0,49:55.0,49:55.0,00:00.0,00:00.0,00:00.0
2184333,SN5AzFApp02,SN5,NULL,00:00.0,00:00.0,10:05.3,10:05.3,00:00.0,00:00.0,00:00.0
2184334,BL6PrdApp10,BL6,NULL,00:00.0,00:00.0,25:39.7,25:39.7,00:00.0,00:00.0,00:00.0
2184347,AMS20PrdApp02,AMS,00:00.0,00:00.0,00:00.0,14:33.3,00:00.0,43:03.6,00:00.0,00:00.0
2184348,BN1AzFApp07,BN1,NULL,00:00.0,00:00.0,29:42.9,29:42.9,43:00.0,43:00.0,00:00.0
2139331,BM1PrdApp04,BM1,NULL,00:00.0,00:00.0,51:14.2,51:14.2,00:00.0,00:00.0,00:00.0
2152933,CY4PrdApp08,CY4,00:00.0,00:00.0,00:00.0,25:56.2,00:00.0,42:17.1,00:00.0,00:00.0
2152935,MWH02PrdApp02,MWH,00:00.0,00:00.0,00:00.0,58:29.7,00:00.0,43:17.6,00:00.0,NULL
2152945,BL6PrdApp02,BL6,NULL,00:00.0,00:00.0,21:40.8,21:40.8,00:00.0,00:00.0,00:00.0
2152975,BL6PrdApp03,BL6,NULL,00:00.0,00:00.0,48:10.0,48:10.0,00:00.0,00:00.0,00:00.0
2152976,BL6PrdApp05,BL6,NULL,00:00.0,00:00.0,53:04.3,53:04.3,00:00.0,00:00.0,00:00.0
2152977,BLUPrdApp02-03,BLU,NULL,00:00.0,00:00.0,47:09.4,47:09.4,00:00.0,00:00.0,00:00.0
2152978,CY4PrdApp02-02,CY4,NULL,00:00.0,00:00.0,07:27.5,07:27.5,00:00.0,00:00.0,00:00.0
2152989,BY2PrdApp01-02,BY2,00:00.0,00:00.0,00:00.0,12:53.1,12:53.1,NULL,00:00.0,NULL
2153026,CY4PrdApp05,CY4,NULL,00:00.0,00:00.0,34:04.6,34:04.6,00:00.0,00:00.0,00:00.0
2153076,BL6PrdApp07,BL6,NULL,00:00.0,00:00.0,57:32.1,57:32.1,00:00.0,00:00.0,00:00.0
2153085,DZ6PrdApp01-01,DZ6,00:00.0,00:00.0,00:00.0,27:42.3,27:42.3,37:14.9,37:14.9,NULL
2153086,BZ7PrdApp03-01,BZ7,00:00.0,00:00.0,00:00.0,38:55.3,00:00.0,40:13.3,00:00.0,00:00.0
2205309,BZ6PrdApp17-01,BZ6,00:00.0,00:00.0,00:00.0,26:53.9,00:00.0,26:19.6,00:00.0,00:00.0
2205324,HKG20PrdApp02-01,HKG,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2205326,FR1PrdApp11-01,FR1,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2205337,LN1PrdApp16-01,LN1,00:00.0,00:00.0,00:00.0,46:21.2,46:21.2,27:40.5,27:40.5,NULL
2205340,SE1PrdApp04-01,SE1,00:00.0,00:00.0,00:00.0,24:37.9,24:37.9,51:04.2,51:04.2,00:00.0
2205353,PN1PrdApp07-01,PN1,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2205363,OSA20PrdApp04-01,OSA,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2205375,LN1PrdApp18-01,LN1,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2153337,BYCPrdApp03,BYC,00:00.0,00:00.0,00:00.0,39:55.6,39:55.6,NULL,00:00.0,NULL
2153338,CY4PrdApp06,CY4,00:00.0,00:00.0,00:00.0,16:59.2,00:00.0,25:26.7,00:00.0,00:00.0
2153339,TY1PrdApp14-01,TY1,00:00.0,00:00.0,00:00.0,57:41.5,57:41.5,02:57.7,02:57.7,00:00.0
2153340,DZ5PrdApp03-01,DZ5,NULL,00:00.0,00:00.0,31:25.2,31:25.2,00:00.0,00:00.0,00:00.0
2153341,BLUPrdApp01,BLU,NULL,00:00.0,00:00.0,15:54.3,15:54.3,11:35.0,11:35.0,00:00.0
2153342,DZ5PrdApp09-01,DZ5,00:00.0,00:00.0,00:00.0,26:06.3,26:06.3,09:44.2,09:44.2,00:00.0
2153343,MWH01PrdApp18-01,MWH,00:00.0,00:00.0,00:00.0,39:01.9,00:00.0,16:10.8,00:00.0,00:00.0
2153344,MWH01PrdApp03-02,MWH,NULL,00:00.0,00:00.0,11:51.5,11:51.5,00:00.0,00:00.0,00:00.0
2153345,BY2PrdApp09,BY2,NULL,00:00.0,00:00.0,36:31.6,36:31.6,00:00.0,00:00.0,00:00.0
2153348,PHX20AzFApp03,PHX,NULL,00:00.0,00:00.0,23:04.1,23:04.1,00:00.0,00:00.0,00:00.0
2153352,PHX20AzFApp04,PHX,NULL,00:00.0,00:00.0,25:26.6,25:26.6,00:00.0,00:00.0,00:00.0
2153355,CW1PrdApp04,CW1,00:00.0,00:00.0,00:00.0,23:49.3,23:49.3,17:04.6,17:04.6,00:00.0
2153359,BL6PrdApp17,BL6,00:00.0,00:00.0,00:00.0,59:15.9,59:15.9,20:45.3,20:45.3,00:00.0
2153365,BN6PrdApp05-03,BN6,00:00.0,00:00.0,00:00.0,35:08.9,35:08.9,26:56.8,26:56.8,00:00.0
2153368,AMS20PrdApp01,AMS,00:00.0,00:00.0,00:00.0,57:56.5,57:56.5,06:12.9,06:12.9,00:00.0
2153369,SN6PrdApp01-01,SN6,00:00.0,00:00.0,00:00.0,46:02.1,00:00.0,NULL,00:00.0,NULL
2153370,BL6PrdApp11,BL6,NULL,00:00.0,00:00.0,03:47.5,03:47.5,00:00.0,00:00.0,00:00.0
2296644,TY1PrdApp20,TY1,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2199226,YQ1PrdApp03-02,YQ1,NULL,00:00.0,00:00.0,41:51.2,41:51.2,28:54.3,28:54.3,00:00.0
2257212,BYAPrdApp30,BYA,00:00.0,00:00.0,00:00.0,25:53.9,00:00.0,33:24.2,00:00.0,00:00.0
2257213,AMS20PrdApp07,AMS,00:00.0,00:00.0,00:00.0,53:15.3,00:00.0,50:54.5,00:00.0,00:00.0
2182810,SG2PrdApp30,SG2,NULL,00:00.0,00:00.0,24:23.3,24:23.3,00:00.0,00:00.0,00:00.0
2183060,PN1PrdApp06-01,PN1,00:00.0,00:00.0,00:00.0,43:00.3,43:00.3,46:28.9,46:28.9,00:00.0
2183075,BL6PrdApp06,BL6,NULL,00:00.0,00:00.0,30:04.2,30:04.2,00:00.0,00:00.0,00:00.0
2201437,MWH01PrdApp15,MWH,00:00.0,00:00.0,00:00.0,54:55.0,00:00.0,07:40.5,00:00.0,00:00.0
2201438,BZ6PrdApp15,BZ6,NULL,00:00.0,00:00.0,15:25.8,15:25.8,40:58.7,40:58.7,00:00.0
2201439,AMS20PrdApp11,AMS,00:00.0,00:00.0,00:00.0,45:47.1,45:47.1,NULL,45:47.1,NULL
2201440,LN1PrdApp15,LN1,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2183378,BL7PrdApp17,BL7,00:00.0,00:00.0,00:00.0,38:18.4,38:18.4,NULL,00:00.0,NULL
2183384,BL7PrdApp05,BL7,00:00.0,00:00.0,00:00.0,57:06.0,57:06.0,NULL,00:00.0,NULL
2183388,MWH01PrdApp07,MWH,NULL,00:00.0,00:00.0,57:26.4,57:26.4,NULL,NULL,NULL
2183421,ML1PrdApp10,ML1,00:00.0,00:00.0,00:00.0,06:01.0,06:01.0,50:13.1,50:13.1,00:00.0
2183439,PHX20AzFApp01,PHX,NULL,00:00.0,00:00.0,31:24.3,31:24.3,00:00.0,00:00.0,00:00.0
2150911,SN3PrdApp01-02,SN3,NULL,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2150917,CQ2PrdApp03,CQ2,NULL,00:00.0,00:00.0,53:02.8,53:02.8,00:00.0,00:00.0,00:00.0
2151087,BLAPrdApp08-01,BLA,NULL,00:00.0,00:00.0,58:59.7,00:00.0,57:51.2,00:00.0,00:00.0
2151204,DZ5PrdApp07,DZ5,NULL,00:00.0,00:00.0,40:30.8,40:30.8,54:06.2,54:06.2,00:00.0
2151206,BN1AzFApp06,BN1,NULL,00:00.0,00:00.0,10:45.2,10:45.2,00:00.0,00:00.0,00:00.0
2151207,MWH01PrdApp12-02,MWH,00:00.0,00:00.0,00:00.0,26:20.4,26:20.4,47:40.3,47:40.3,00:00.0
2151208,YT1PrdApp08-01,YT1,NULL,00:00.0,00:00.0,22:33.3,22:33.3,00:00.0,00:00.0,00:00.0
2151209,BLAPrdApp04-01,BLA,00:00.0,00:00.0,00:00.0,32:06.2,00:00.0,36:12.2,00:00.0,00:00.0
2151250,HK2PrdApp20,HK2,NULL,00:00.0,00:00.0,28:08.2,28:08.2,00:00.0,00:00.0,00:00.0
2151251,HK2PrdApp25,HK2,NULL,00:00.0,00:00.0,41:37.2,41:37.2,00:00.0,00:00.0,00:00.0
2151252,SN4PrdApp24,SN4,00:00.0,00:00.0,00:00.0,18:16.4,18:16.4,06:03.6,06:03.6,00:00.0
2151303,MA1PrdApp06,MA1,NULL,00:00.0,00:00.0,18:32.0,18:32.0,00:00.0,00:00.0,00:00.0
2151355,PN1PrdApp05-02,PN1,NULL,00:00.0,00:00.0,38:20.2,38:20.2,00:00.0,00:00.0,00:00.0
2184385,BL6PrdApp01,BL6,NULL,00:00.0,00:00.0,47:10.3,47:10.3,00:00.0,00:00.0,00:00.0
2184386,SN5AzFApp04,SN5,00:00.0,00:00.0,00:00.0,06:46.1,06:46.1,00:00.0,00:00.0,00:00.0
2184387,BYAPrdApp05,BYA,NULL,00:00.0,00:00.0,00:58.1,00:58.1,00:00.0,00:00.0,00:00.0
2184414,CHAPrdApp04-02,CHA,00:00.0,00:00.0,00:00.0,51:15.9,51:15.9,11:58.8,11:58.8,00:00.0
2184415,BYAPrdApp04,BYA,NULL,00:00.0,00:00.0,50:10.4,50:10.4,00:00.0,00:00.0,00:00.0
2184416,HK2PrdApp24,HK2,NULL,00:00.0,00:00.0,47:33.7,47:33.7,00:00.0,00:00.0,00:00.0
2139323,MWH01TstApp01,MWH,00:00.0,00:00.0,00:00.0,15:01.9,15:01.9,NULL,NULL,NULL
2139328,DM3PrdApp30,DM3,NULL,00:00.0,00:00.0,41:26.8,41:26.8,00:00.0,00:00.0,00:00.0
2263477,OSA20PrdApp06,OSA,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2263526,CW1PrdApp01,CW1,00:00.0,00:00.0,00:00.0,43:53.4,43:53.4,NULL,43:53.4,NULL
2263528,AMS06PrdApp17,AMS,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2263530,LN1PrdApp08,LN1,00:00.0,00:00.0,00:00.0,36:18.1,00:00.0,17:46.1,00:00.0,00:00.0
2153533,BL6PrdApp20,BL6,00:00.0,00:00.0,00:00.0,36:46.7,36:46.7,23:53.7,23:53.7,00:00.0
2153534,DB3PrdApp13,DB3,00:00.0,00:00.0,00:00.0,46:21.7,00:00.0,38:48.8,00:00.0,00:00.0
2153536,PAR20PrdApp01-01,PAR,00:00.0,00:00.0,00:00.0,37:19.1,37:19.1,NULL,37:19.1,NULL
2153553,SG2PrdApp33,SG2,NULL,00:00.0,00:00.0,31:25.3,31:25.3,18:29.8,18:29.8,00:00.0
2153554,BL7PrdApp12,BL7,00:00.0,00:00.0,00:00.0,50:46.5,50:46.5,NULL,00:00.0,NULL
2153560,LN1PrdApp10-01,LN1,00:00.0,00:00.0,00:00.0,36:09.3,00:00.0,54:18.8,00:00.0,00:00.0
