Code,plan_clustername,ClusterDC1,SC_ETADockdate,Sc_actualdockdate,Deploy_ETARTODate,Deploy_ActualRTODate,Buildout_ETAWaboHandoffDate,Buildout_ActualWaboHandoffDate,Buildout_ETALiveDate,Buildout_ActualLiveDate
2154852,CY4PrdStr07,CY4,NULL,00:00.0,00:00.0,37:52.9,37:52.9,00:00.0,00:00.0,00:00.0
2154853,DZ5PrdStr06,DZ5,NULL,00:00.0,00:00.0,31:35.2,31:35.2,00:00.0,00:00.0,00:00.0
2154867,DZ5PrdStr04,DZ5,NULL,00:00.0,00:00.0,47:25.9,47:25.9,00:00.0,00:00.0,00:00.0
2154937,BN6PrdStr15,BN6,NULL,00:00.0,00:00.0,18:29.4,18:29.4,00:00.0,00:00.0,00:00.0
2171008,CH1 EXO MT clean-up,CH1,NULL,NULL,49:12.0,49:16.2,NULL,NULL,NULL,NULL
2143084,DM5PrdStp01,DM5,NULL,00:00.0,00:00.0,21:17.8,21:17.8,00:00.0,00:00.0,00:00.0
2143086,DM3PrdStp04,DM3,NULL,00:00.0,00:00.0,36:23.2,36:23.2,00:00.0,00:00.0,00:00.0
2143093,BYCPrdStp04,BYC,NULL,00:00.0,00:00.0,32:34.2,00:00.0,10:33.4,00:00.0,00:00.0
2143097,BN6PrdStp01,BN6,NULL,00:00.0,00:00.0,21:07.0,21:07.0,00:00.0,00:00.0,00:00.0
2143121,DB6PrdDDC07,DB6,NULL,00:00.0,00:00.0,58:05.7,58:05.7,00:00.0,00:00.0,00:00.0
2208069,CHAPrdStr02,CHA,00:00.0,00:00.0,00:00.0,12:27.7,12:27.7,14:54.2,14:54.2,00:00.0
2208084,PAR22PrdStr01,PAR,00:00.0,00:00.0,00:00.0,55:54.8,55:54.8,NULL,55:54.8,NULL
2208113,DB6PrdStr12,DB6,00:00.0,00:00.0,00:00.0,14:11.6,14:11.6,06:38.1,06:38.1,00:00.0
2208114,SN4PrdStr14,SN4,00:00.0,00:00.0,00:00.0,23:28.5,00:00.0,55:44.4,00:00.0,00:00.0
2208115,DM5PrdStr11,DM5,00:00.0,00:00.0,00:00.0,22:09.9,22:09.9,14:36.7,14:36.7,00:00.0
2208120,DM5PrdStr10,DM5,00:00.0,00:00.0,00:00.0,36:59.9,36:59.9,52:06.5,52:06.5,00:00.0
2208126,TYO22PrdStr01,TYO,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2208143,CQ2PrdStr03,CQ2,00:00.0,00:00.0,00:00.0,48:13.0,48:13.0,19:48.7,19:48.7,00:00.0
2208151,MRS20PrdStr01,MRS,00:00.0,00:00.0,00:00.0,50:28.4,50:28.4,NULL,50:28.4,NULL
2208152,PAR22PrdStr02,PAR,00:00.0,00:00.0,00:00.0,12:51.9,12:51.9,NULL,12:51.9,NULL
2208155,OS1PrdStr02,OS1,00:00.0,00:00.0,00:00.0,07:53.9,07:53.9,07:39.3,07:39.3,00:00.0
2208157,TY1PrdStr05,TY1,00:00.0,00:00.0,00:00.0,09:28.0,09:28.0,58:31.4,58:31.4,00:00.0
2171173,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2171174,CH1 EXO MT decomm,CH1,NULL,NULL,03:49.0,03:52.6,NULL,NULL,NULL,NULL
2171348,CH1 EXO MT clean-up,CH1,NULL,NULL,49:12.0,49:16.2,NULL,NULL,NULL,NULL
2171513,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2171514,CH1 EXO MT decomm,CH1,NULL,NULL,03:49.0,03:52.6,NULL,NULL,NULL,NULL
2143361,DB6PrdStp01,DB6,NULL,00:00.0,00:00.0,13:00.6,13:00.6,00:00.0,00:00.0,00:00.0
2154993,DUB20PrdStr01,DUB,00:00.0,00:00.0,00:00.0,14:36.8,00:00.0,49:29.2,00:00.0,00:00.0
2154998,SH2PrdStr02,SH2,NULL,00:00.0,00:00.0,38:24.9,38:24.9,00:00.0,00:00.0,00:00.0
2154999,MWH01PrdStr07,MWH,NULL,00:00.0,00:00.0,25:14.0,25:14.0,00:00.0,00:00.0,00:00.0
2155000,BY2PrdStr03,BY2,00:00.0,00:00.0,00:00.0,32:27.0,32:27.0,46:15.9,46:15.9,00:00.0
2155092,CW1PrdStp01,CW1,NULL,00:00.0,00:00.0,32:25.7,32:25.7,00:00.0,00:00.0,00:00.0
2155093,LN1PrdStp01,LN1,NULL,00:00.0,00:00.0,29:51.8,29:51.8,00:00.0,00:00.0,00:00.0
2328652,SN6PrdGPZ03,SN6,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2265843,TY1PrdStr07,TY1,00:00.0,00:00.0,00:00.0,55:01.4,00:00.0,47:22.2,00:00.0,00:00.0
2143498,SY3PrdStp02,SY3,NULL,00:00.0,00:00.0,27:00.0,27:00.0,38:00.0,38:00.0,00:00.0
2143507,TY1PrdStp02,TY1,NULL,00:00.0,00:00.0,16:03.6,16:03.6,00:00.0,00:00.0,00:00.0
2143521,BN6PrdStp02,BN6,NULL,00:00.0,00:00.0,22:14.5,22:14.5,00:00.0,00:00.0,00:00.0
2143526,MA1PrdDDC03,MA1,NULL,00:00.0,00:00.0,34:45.5,34:45.5,00:00.0,00:00.0,00:00.0
2171688,CH1 EXO MT clean-up,CH1,NULL,NULL,49:12.0,49:16.2,NULL,NULL,NULL,NULL
2208250,SN4PrdStr11,SN4,00:00.0,00:00.0,00:00.0,13:36.2,13:36.2,40:28.6,40:28.6,00:00.0
2208251,SH3PrdStr01,SH3,00:00.0,00:00.0,00:00.0,01:12.0,01:12.0,00:00.0,00:00.0,00:00.0
2143741,BZ6PrdStp01,BZ6,NULL,00:00.0,00:00.0,05:35.6,05:35.6,00:00.0,00:00.0,00:00.0
2171853,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2171854,CH1 EXO MT decomm,CH1,NULL,NULL,03:49.0,03:52.6,NULL,NULL,NULL,NULL
2208352,OSA20PrdStr05,OSA,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2208374,OSA20PrdStr03,OSA,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2208376,TYO22PrdStr01,TYO,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2208394,SHA20PrdStr01,SHA,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2208395,SY3PrdStr07,SY3,00:00.0,00:00.0,00:00.0,43:25.8,43:25.8,10:56.3,10:56.3,00:00.0
2208428,BYCPrdStr03,BYC,00:00.0,00:00.0,00:00.0,20:22.3,20:22.3,NULL,20:22.3,NULL
2208436,BZ6PrdStr16,BZ6,00:00.0,00:00.0,00:00.0,06:20.9,06:20.9,44:28.1,44:28.1,00:00.0
2208459,PAR20PrdStr02,PAR,00:00.0,00:00.0,00:00.0,38:20.3,38:20.3,NULL,38:20.3,NULL
2208460,AMS06PrdStr11,AMS,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2208465,SG3PrdStr03,SG3,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2208493,BZ6PrdStr13,BZ6,00:00.0,00:00.0,00:00.0,05:36.1,05:36.1,35:08.2,35:08.2,00:00.0
2208496,BLAPrdStr05,BLA,00:00.0,00:00.0,00:00.0,18:35.4,18:35.4,NULL,18:35.4,NULL
2208502,DZ5PrdStr13,DZ5,00:00.0,00:00.0,00:00.0,01:44.6,01:44.6,49:03.9,49:03.9,00:00.0
2208514,BZ6PrdStr14,BZ6,00:00.0,00:00.0,00:00.0,31:56.7,31:56.7,36:00.3,36:00.3,00:00.0
2208518,BZ6PrdStr15,BZ6,00:00.0,00:00.0,00:00.0,02:26.3,02:26.3,35:16.9,35:16.9,00:00.0
2172028,CH1 EXO MT clean-up,CH1,NULL,NULL,49:12.0,49:16.2,NULL,NULL,NULL,NULL
2208550,CHAPrdStr03,CHA,00:00.0,00:00.0,00:00.0,38:56.3,38:56.3,37:06.6,37:06.6,00:00.0
2208552,SN4PrdStr10,SN4,00:00.0,00:00.0,00:00.0,41:08.7,41:08.7,04:22.0,04:22.0,00:00.0
2208557,BYAPrdStr12,BYA,00:00.0,00:00.0,00:00.0,21:59.1,21:59.1,34:15.4,34:15.4,00:00.0
2208562,DZ5PrdStr12,DZ5,00:00.0,00:00.0,00:00.0,23:35.3,23:35.3,42:29.6,42:29.6,00:00.0
2208569,MWH01PrdStp08,MWH,00:00.0,00:00.0,00:00.0,49:02.4,00:00.0,26:00.8,00:00.0,00:00.0
2208573,BYCPrdStr01,BYC,00:00.0,00:00.0,00:00.0,05:08.8,00:00.0,NULL,00:00.0,NULL
2208574,BYCPrdStr02,BYC,00:00.0,00:00.0,00:00.0,38:17.8,38:17.8,36:23.5,36:23.5,NULL
2208575,PHX01N,PHX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2208577,AMS06PrdStp02,AMS,00:00.0,00:00.0,00:00.0,38:00.8,00:00.0,42:30.7,00:00.0,00:00.0
2208581,SN5AzFStr04,SN5,00:00.0,00:00.0,00:00.0,53:08.5,53:08.5,00:00.0,00:00.0,00:00.0
2208582,BLAPrdStr03,BLA,00:00.0,00:00.0,00:00.0,32:17.2,32:17.2,48:24.8,48:24.8,NULL
2208583,SN5N,SN5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2208643,DUB02P,DUB,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2208644,BN3N,BN3,00:00.0,00:00.0,00:00.0,38:04.2,00:00.0,00:00.0,00:00.0,00:00.0
2208648,PAR02P,PAR,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2208651,DUB01P,DUB,00:00.0,00:00.0,00:00.0,12:21.9,12:21.9,NULL,12:21.9,NULL
2208657,AMS01P,AMS,00:00.0,00:00.0,00:00.0,50:50.5,50:50.5,NULL,50:50.5,NULL
2208671,TY1P,TY1,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2208674,OSA01P,OSA,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2266300,SIN20PrdStr02,SIN,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2266354,BZ7PrdStr09,BZ7,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2266376,CW1PrdStr03,CW1,00:00.0,00:00.0,00:00.0,35:31.2,00:00.0,08:19.5,00:00.0,00:00.0
2266520,LN1PrdStr04,LN1,00:00.0,00:00.0,00:00.0,40:29.3,00:00.0,51:20.3,00:00.0,00:00.0
2266549,PS1PrdStr03,PS1,00:00.0,00:00.0,00:00.0,44:33.4,00:00.0,07:51.3,00:00.0,00:00.0
2172193,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2172194,CH1 EXO MT decomm,CH1,NULL,NULL,03:49.0,03:52.6,NULL,NULL,NULL,NULL
2266707,CW1PrdStr04,CW1,00:00.0,00:00.0,00:00.0,37:12.6,00:00.0,13:19.9,00:00.0,00:00.0
2291538,MEL01P,MEL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291539,LG1N,LG1,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291540,BN1N,BN1,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291541,CY4P,CY4,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291542,SIN01P,SIN,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291543,HKG01P,HKG,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291544,BJS01N,BJS,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291547,SN5N,SN5,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291548,AMS02P,AMS,00:00.0,00:00.0,00:00.0,42:00.3,42:00.3,NULL,42:00.3,NULL
2291549,CBN01P,CBN,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291550,ML1P,ML1,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291552,PN1P,PN1,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291556,MA1P,MA1,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291559,PS1P,PS1,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291561,BM1P,BM1,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291563,MEL01P,MEL,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291564,OSA01P,OSA,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291565,SYD01P,SYD,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291568,BJBPrdStr04,BJB,00:00.0,00:00.0,00:00.0,43:11.6,43:11.6,00:00.0,00:00.0,00:00.0
2291580,BL7PrdStp01,BL7,00:00.0,00:00.0,00:00.0,47:31.7,47:31.7,NULL,47:31.7,NULL
2291588,BLAPrdStr06,BLA,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291630,DUB07PrdStr05,DUB,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291649,BYCPrdStp06,BYC,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2208850,SN4PrdStr12,SN4,00:00.0,00:00.0,00:00.0,18:07.8,18:07.8,17:21.3,17:21.3,NULL
2172368,CH1 EXO MT clean-up,CH1,NULL,NULL,49:12.0,49:16.2,NULL,NULL,NULL,NULL
2291755,DZ6PrdStp02,DZ6,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2266866,BZ7PrdStr05,BZ7,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2266897,PAR21PrdStr02,PAR,00:00.0,00:00.0,00:00.0,NULL,14:43.4,NULL,00:00.0,NULL
2266944,DM5PrdStr17,DM5,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291791,CQ2PrdStr05,CQ2,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291835,DM5PrdStr18,DM5,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291849,CHI21PrdStp01,CHI,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291857,DM5PrdStr19,DM5,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291866,DZ5PrdStp03,DZ5,00:00.0,00:00.0,00:00.0,33:11.8,33:11.8,NULL,33:11.8,NULL
2291869,TYO22PrdStp01,TYO,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291925,OSA20PrdStr04,OSA,00:00.0,00:00.0,00:00.0,52:47.0,00:00.0,57:12.6,00:00.0,00:00.0
2291943,MWZ02PrdStp01,MWZ,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291954,BZ7PrdStr07,BZ7,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291976,SN6PrdStr03,SN6,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2292009,BN7PrdStr01,BN7,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2292026,CHI21PrdStr02,CHI,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2292065,AMS06PrdStp03,AMS,00:00.0,00:00.0,00:00.0,17:05.7,17:05.7,NULL,17:05.7,NULL
2172533,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2172534,CH1 EXO MT decomm,CH1,NULL,NULL,03:49.0,03:52.6,NULL,NULL,NULL,NULL
2172708,CH1 EXO MT clean-up,CH1,NULL,NULL,49:12.0,49:16.2,NULL,NULL,NULL,NULL
2252082,CY4,CY4,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252083,CY4,CY4,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252121,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252122,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252123,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252124,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252125,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252126,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252127,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252128,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252129,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252130,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252136,CY4,CY4,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252137,CY4,CY4,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252138,CY4,CY4,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252139,CY4,CY4,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252140,CY4,CY4,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252141,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252142,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252143,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252144,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252145,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252146,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252147,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252148,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252149,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252150,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252151,CY4,CY4,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252161,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252162,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252163,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252165,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252166,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252167,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252168,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252169,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252170,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252171,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252172,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2267007,BLAPrdStp01,BLA,00:00.0,00:00.0,00:00.0,51:04.7,00:00.0,55:50.7,00:00.0,00:00.0
2267072,SE1PrdStr03,SE1,00:00.0,00:00.0,00:00.0,22:40.3,00:00.0,33:10.7,00:00.0,00:00.0
2267084,PAR20PrdStr01,PAR,00:00.0,00:00.0,00:00.0,38:58.7,38:58.7,NULL,38:58.7,NULL
2303048,GRN01N,GRN,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2303050,RED01N,RED,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2292172,AMS06PrdStr12,AMS,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2292184,BL7PrdStp02,BL7,00:00.0,00:00.0,00:00.0,01:25.0,01:25.0,29:03.0,29:03.0,NULL
2292193,CO2PrdStp01,CO2,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2292238,PN1PrdStp02,PN1,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2292262,AMS06PrdStr13,AMS,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2292263,BN1AzFStr05,BN1,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2292286,DZ5PrdStr17,DZ5,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2292314,SYD23PrdStr02,SYD,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2292316,LN1PrdStp04,LN1,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2329018,BLAPrdGPZ03,BLA,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2172873,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2172874,CH1 EXO MT decomm,CH1,NULL,NULL,03:49.0,03:52.6,NULL,NULL,NULL,NULL
2252173,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252227,DB3P,DB3,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2173049,CH1 EXO MT clean-up,CH1,NULL,NULL,49:12.0,49:16.2,NULL,NULL,NULL,NULL
2292366,SN4PrdStr16,SN4,00:00.0,00:00.0,00:00.0,34:34.2,34:34.2,NULL,34:34.2,NULL
2292388,BYCPrdStp05,BYC,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2292427,DZ6PrdStr02,DZ6,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2292486,TY1PrdStr08,TY1,00:00.0,00:00.0,00:00.0,33:16.6,00:00.0,NULL,00:00.0,NULL
2173214,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2173215,CH1 EXO MT decomm,CH1,NULL,NULL,03:49.0,03:52.6,NULL,NULL,NULL,NULL
2144624,HK2PrdStp05,HK2,NULL,00:00.0,00:00.0,01:14.2,01:14.2,00:00.0,00:00.0,00:00.0
2144626,PS1PrdStp01,PS1,NULL,00:00.0,00:00.0,05:02.7,05:02.7,47:54.8,47:54.8,00:00.0
2144627,BYAPrdStp01,BYA,NULL,00:00.0,00:00.0,02:43.8,02:43.8,00:00.0,00:00.0,00:00.0
2144628,MWH01PrdStp01,MWH,NULL,00:00.0,00:00.0,53:06.9,53:06.9,00:00.0,00:00.0,00:00.0
2144630,CY4PrdStp01,CY4,NULL,00:00.0,00:00.0,21:41.9,21:41.9,00:00.0,00:00.0,00:00.0
2144631,SN3PrdStp03,SN3,NULL,00:00.0,00:00.0,09:10.5,09:10.5,00:00.0,00:00.0,00:00.0
2144632,OS2PrdStp03,OS2,NULL,00:00.0,00:00.0,26:25.8,26:25.8,00:00.0,00:00.0,00:00.0
2144699,DB6PrdStr06,DB6,NULL,00:00.0,00:00.0,49:12.7,49:12.7,00:00.0,00:00.0,00:00.0
2144703,OS2PrdStr03,OS2,NULL,00:00.0,00:00.0,18:35.3,18:35.3,00:00.0,00:00.0,00:00.0
2144708,DZ5PrdStr01,DZ5,NULL,00:00.0,00:00.0,23:20.1,23:20.1,00:00.0,00:00.0,00:00.0
2144716,BL5PrdStr09,BL5,NULL,00:00.0,00:00.0,53:56.7,53:56.7,00:00.0,00:00.0,00:00.0
2173390,CH1 EXO MT clean-up,CH1,NULL,NULL,49:12.0,49:16.2,NULL,NULL,NULL,NULL
2267338,MRS20PrdStr03,MRS,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2267371,SYD23PrdStp02,SYD,00:00.0,00:00.0,00:00.0,17:50.4,00:00.0,04:28.1,00:00.0,00:00.0
2267484,AMS06PrdStr03,AMS,00:00.0,00:00.0,00:00.0,15:19.7,00:00.0,07:04.3,00:00.0,00:00.0
2267509,OSA20PrdStr06,OSA,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2292514,BZ7PrdStp02,BZ7,00:00.0,00:00.0,00:00.0,49:48.6,00:00.0,46:13.0,00:00.0,00:00.0
2292587,BYCPrdStr04,BYC,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2173555,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2173556,CH1 EXO MT decomm,CH1,NULL,NULL,03:49.0,03:52.6,NULL,NULL,NULL,NULL
2173731,CH1 EXO MT clean-up,CH1,NULL,NULL,49:12.0,49:16.2,NULL,NULL,NULL,NULL
2144741,AM5PrdStr05,AM5,NULL,00:00.0,00:00.0,55:31.0,55:31.0,00:00.0,00:00.0,00:00.0
2144758,AM5PrdStr06,AM5,NULL,00:00.0,00:00.0,56:13.4,56:13.4,00:00.0,00:00.0,00:00.0
2144759,DZ5PrdStr02,DZ5,NULL,00:00.0,00:00.0,22:53.9,22:53.9,00:00.0,00:00.0,00:00.0
2144767,DM5PrdStr02,DM5,NULL,00:00.0,00:00.0,23:05.9,23:05.9,00:00.0,00:00.0,00:00.0
2144815,BY4PrdStr11,BY4,NULL,00:00.0,00:00.0,23:41.0,23:41.0,00:00.0,00:00.0,00:00.0
2144836,AM5PrdStr09,AM5,NULL,00:00.0,00:00.0,17:39.2,17:39.2,00:00.0,00:00.0,00:00.0
2144847,DB6PrdStr02,DB6,NULL,00:00.0,00:00.0,10:21.2,10:21.2,00:00.0,00:00.0,00:00.0
2144849,DB6PrdStr03,DB6,NULL,00:00.0,00:00.0,39:42.1,39:42.1,00:00.0,00:00.0,00:00.0
2144870,TY1PrdStr03,TY1,NULL,00:00.0,00:00.0,20:35.0,20:35.0,00:00.0,00:00.0,00:00.0
2144871,BN6PrdStr03,BN6,NULL,00:00.0,00:00.0,37:00.3,37:00.3,00:00.0,00:00.0,00:00.0
2144873,DM5PrdStr06,DM5,NULL,00:00.0,00:00.0,53:02.7,53:02.7,00:00.0,00:00.0,00:00.0
2144885,BY4PrdStr10,BY4,NULL,00:00.0,00:00.0,13:11.6,13:11.6,00:00.0,00:00.0,00:00.0
2173896,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2173897,CH1 EXO MT decomm,CH1,NULL,NULL,03:49.0,03:52.6,NULL,NULL,NULL,NULL
